epoch,train_total,train_selection,train_market_sharpe,train_market_return,train_market_sign,train_downside_negative,train_downside_tail,train_aux_lambda,train_cross_section,train_shrink,train_smooth,val_total,val_selection,val_market_sharpe,val_market_return,val_market_sign,val_downside_negative,val_downside_tail,val_aux_lambda,val_cross_section,val_shrink,val_smooth
11,2.046358823776245,2.0463368892669678,0.025583146139979362,4.9452082748757675e-06,0.6923089027404785,0.849510133266449,1.0374642610549927,0.00021999553428031504,0.0,6.040137304808013e-05,3.275292328908108e-05,1.6850413084030151,1.6850335597991943,0.02567419968545437,1.358362283099268e-06,0.6965171694755554,0.8267617225646973,0.691028892993927,7.730820652795956e-05,0.0,4.137632276979275e-05,6.530280643346487e-06
12,2.036318063735962,2.0362956523895264,0.02549874782562256,4.947155957779614e-06,0.6920285820960999,0.8472102284431458,1.0293724536895752,0.00022527093824464828,0.0,7.747076597297564e-05,3.822426515398547e-05,1.6770259141921997,1.6770179271697998,0.025594908744096756,1.3603058732769568e-06,0.6965693235397339,0.8285517692565918,0.6817238330841064,7.940690557006747e-05,0.0,5.4232637921813875e-05,7.3759401857387275e-06
13,2.026318311691284,2.026294469833374,0.02546422928571701,4.9486006901133806e-06,0.691676676273346,0.8465786576271057,1.0200554132461548,0.00023782264906913042,0.0,9.51831680140458e-05,4.023084693471901e-05,1.6687668561935425,1.6687586307525635,0.025515055283904076,1.3623028962683748e-06,0.6964942812919617,0.8303324580192566,0.6722463965415955,8.259146852651611e-05,0.0,6.950283568585292e-05,8.349456038558856e-06
14,2.0175833702087402,2.0175588130950928,0.0253995880484581,4.9618743105384056e-06,0.6908582448959351,0.8439411520957947,1.0137717723846436,0.00024493972887285054,0.0,0.00011362325312802568,4.610573159880005e-05,1.6603516340255737,1.6603429317474365,0.02543584629893303,1.3643514193972806e-06,0.6962975859642029,0.8321316242218018,0.6626589298248291,8.70725343702361e-05,0.0,8.73033786774613e-05,9.48476736084558e-06
15,2.0050106048583984,2.0049848556518555,0.025315530598163605,4.950153652316658e-06,0.691027045249939,0.8420754671096802,1.0025968551635742,0.00025786811602301896,0.0,0.00014142539293970913,5.266108564683236e-05,1.6517744064331055,1.6517651081085205,0.025356702506542206,1.3664534890267532e-06,0.6959808468818665,0.8339247703552246,0.6529737710952759,9.28225417737849e-05,0.0,0.00010783182369777933,1.0771818779176101e-05
16,1.9912753105163574,1.9912482500076294,0.025248942896723747,4.949301001033746e-06,0.6908555626869202,0.839777946472168,0.990735650062561,0.0002702167257666588,0.0,0.00017071269394364208,5.9072022850159556e-05,1.6430785655975342,1.643068552017212,0.025278234854340553,1.36863070565596e-06,0.6955451965332031,0.8356822729110718,0.6432554125785828,9.998179302783683e-05,0.0,0.00013130763545632362,1.2244493518664967e-05
17,1.9812744855880737,1.981245994567871,0.02517382614314556,4.94375763082644e-06,0.6892631649971008,0.8393958806991577,0.9818913340568542,0.00028517883038148284,0.0,0.0002046602894552052,6.522333569591865e-05,1.6343005895614624,1.6342897415161133,0.02520062029361725,1.37086612994608e-06,0.6949506402015686,0.8373731374740601,0.6335833072662354,0.00010864605428650975,0.0,0.00015792282647453249,1.3926693100074772e-05
18,1.9693920612335205,1.9693615436553955,0.025078361853957176,4.935089691571193e-06,0.6888192296028137,0.8375970721244812,0.9716732501983643,0.00030459623667411506,0.0,0.00024680927162989974,7.45054567232728e-05,1.625516414642334,1.625504493713379,0.02512449212372303,1.3731405488215387e-06,0.694223940372467,0.8390119671821594,0.6240083575248718,0.00011878837540280074,0.0,0.00018768002337310463,1.5813744539627805e-05
19,1.9554708003997803,1.9554386138916016,0.025028174743056297,4.9325312829751056e-06,0.6868698596954346,0.8364958763122559,0.9596011638641357,0.00032168798497878015,0.0,0.00028507356182672083,8.748802065383643e-05,1.616733193397522,1.6167200803756714,0.025049282237887383,1.3754470273852348e-06,0.6933547854423523,0.8405556678771973,0.614575982093811,0.00013062921061646193,0.0,0.000221038528252393,1.796834112610668e-05
20,1.9420987367630005,1.9420645236968994,0.02494790591299534,4.919661932945019e-06,0.6863559484481812,0.8332954049110413,0.948964536190033,0.00034164160024374723,0.0,0.0003315494686830789,9.810808842303231e-05,1.607908844947815,1.6078944206237793,0.024976417422294617,1.3777572576145758e-06,0.6923331022262573,0.8419888019561768,0.6052592396736145,0.00014410844596568495,0.0,0.0002577849954832345,2.0372728613438085e-05
21,1.928423285484314,1.9283860921859741,0.02480274811387062,4.897885901300469e-06,0.6850490570068359,0.8309764266014099,0.9378240704536438,0.000371292931959033,0.0,0.00040009725489653647,0.0001202416024170816,1.599153757095337,1.599137783050537,0.02490518055856228,1.3800643046124605e-06,0.6911764740943909,0.8433012962341309,0.5961676836013794,0.00015944147889968008,0.0,0.00029848303529433906,2.3080803657649085e-05
22,1.913785457611084,1.9137455224990845,0.024679921567440033,4.8801016419020016e-06,0.6828338503837585,0.8281455636024475,0.926537036895752,0.0003981250920332968,0.0,0.0004698424891103059,0.00013490929268300533,1.5902856588363647,1.5902680158615112,0.02483390085399151,1.3824426332575968e-06,0.6898747086524963,0.8444411754608154,0.5871652364730835,0.00017672567628324032,0.0,0.00034395622787997127,2.607814167276956e-05
23,1.8984452486038208,1.8984031677246094,0.024591105058789253,4.8445026550325565e-06,0.6822689175605774,0.825415849685669,0.9136132597923279,0.00041979801608249545,0.0,0.0005256992881186306,0.0001531958405394107,1.581451177597046,1.5814316272735596,0.02476554922759533,1.3848240314473514e-06,0.688439130783081,0.8454487919807434,0.5783592462539673,0.00019600328232627362,0.0,0.00039375165943056345,2.940144986496307e-05
24,1.8822784423828125,1.8822317123413086,0.024479934945702553,4.825110409001354e-06,0.6801430583000183,0.8222579956054688,0.9009843468666077,0.00046432745875790715,0.0,0.0006138645694591105,0.00018353876657783985,1.5726251602172852,1.572603464126587,0.024700529873371124,1.3872016779714613e-06,0.6868582367897034,0.8462766408920288,0.5697657465934753,0.00021727036801166832,0.0,0.00044799174065701663,3.3112064556917176e-05
25,1.8694289922714233,1.8693792819976807,0.02427547611296177,4.794778305949876e-06,0.6783793568611145,0.819725513458252,0.891117513179779,0.0004949912545271218,0.0,0.0007030139095149934,0.0001956344349309802,1.563915491104126,1.5638914108276367,0.024637466296553612,1.3895820529796765e-06,0.6851628422737122,0.8469119668006897,0.5614878535270691,0.00024077246780507267,0.0,0.000507624470628798,3.722978726727888e-05
26,1.8537359237670898,1.8536832332611084,0.024178948253393173,4.771101885125972e-06,0.675849437713623,0.8172096014022827,0.8786700367927551,0.000525028386618942,0.0,0.0007868202519603074,0.00023690576199442148,1.5554744005203247,1.5554476976394653,0.0245781522244215,1.3919305956733297e-06,0.683387279510498,0.8473190665245056,0.5536859035491943,0.0002665326464921236,0.0,0.0005725443479605019,4.183186683803797e-05
27,1.8385928869247437,1.8385344743728638,0.02403266169130802,4.727307896246202e-06,0.6741118431091309,0.8125330805778503,0.8680437207221985,0.0005816312623210251,0.0,0.0009066418861038983,0.00026169721968472004,1.5472385883331299,1.5472090244293213,0.02452399767935276,1.394239006913267e-06,0.681541383266449,0.8474946618080139,0.5462926030158997,0.0002946245076600462,0.0,0.0006428668857552111,4.7013712901389226e-05
28,1.8176343441009521,1.8175714015960693,0.023858150467276573,4.684304713009624e-06,0.6714194416999817,0.8083155751228333,0.8517645001411438,0.0006271053571254015,0.0,0.001030679908581078,0.00029925836133770645,1.5392732620239258,1.5392405986785889,0.0244755819439888,1.3964955769552034e-06,0.679641842842102,0.8474990129470825,0.5393190383911133,0.00032513841870240867,0.0,0.0007187060546129942,5.281687845126726e-05
29,1.8037184476852417,1.8036519289016724,0.023720499128103256,4.651229573937599e-06,0.668374240398407,0.8071619868278503,0.8403705358505249,0.0006623523076996207,0.0,0.001130537479184568,0.0003251085872761905,1.5315358638763428,1.5314998626708984,0.024434048682451248,1.3986575595481554e-06,0.6777092814445496,0.8473529815673828,0.5326957106590271,0.0003582595381885767,0.0,0.0008000286761671305,5.9316938859410584e-05
30,1.7909146547317505,1.79084312915802,0.02357790805399418,4.605934918799903e-06,0.6652572751045227,0.8011864423751831,0.833744466304779,0.0007114913314580917,0.0,0.0012554483255371451,0.000361291051376611,1.5243499279022217,1.5243104696273804,0.024401679635047913,1.4006740229888237e-06,0.6757997870445251,0.847099244594574,0.5266838073730469,0.0003938468580599874,0.0,0.0008860859088599682,6.66533233015798e-05
31,1.774290919303894,1.7742137908935547,0.023426178842782974,4.573375008476432e-06,0.6632345914840698,0.797551691532135,0.8210042119026184,0.0007681828574277461,0.0,0.0013973256573081017,0.0004180149990133941,1.517423391342163,1.5173799991607666,0.02437753602862358,1.4026085182194947e-06,0.673918604850769,0.8467135429382324,0.5210073590278625,0.000432232569437474,0.0,0.000977869494818151,7.481021020794287e-05
32,1.754263162612915,1.7541818618774414,0.02327193319797516,4.501443527260562e-06,0.6585423350334167,0.7932326793670654,0.8067120313644409,0.0008093053475022316,0.0,0.0015213023871183395,0.00044672307558357716,1.511086106300354,1.5110386610031128,0.024362847208976746,1.4043699820831534e-06,0.6721128225326538,0.8462563753128052,0.5159263610839844,0.0004732539237011224,0.0,0.0010746843181550503,8.384807006223127e-05
33,1.7461674213409424,1.7460803985595703,0.023152323439717293,4.481571977521526e-06,0.6561275124549866,0.7901233434677124,0.8022696375846863,0.0008669213275425136,0.0,0.0016706876922398806,0.0004994848277419806,1.5052789449691772,1.5052270889282227,0.02435760758817196,1.4060248076930293e-06,0.6703984141349792,0.8457270264625549,0.5113742351531982,0.0005168418283574283,0.0,0.0011762890499085188,9.369177860207856e-05
34,1.7203034162521362,1.7202116250991821,0.022930901497602463,4.423397967912024e-06,0.6507877707481384,0.7842156887054443,0.7837228775024414,0.0009127961238846183,0.0,0.001802548416890204,0.0005293167196214199,1.5000730752944946,1.500016689300537,0.024362290278077126,1.4075658327783458e-06,0.6688135266304016,0.8452150225639343,0.5073356628417969,0.000563040841370821,0.0,0.0012823225697502494,0.00010434595606056973
35,1.71465265750885,1.7145533561706543,0.02287347987294197,4.393869403429562e-06,0.6484909057617188,0.7830352783203125,0.7801557183265686,0.000988595886155963,0.0,0.0019739719573408365,0.0005709494580514729,1.4953161478042603,1.4952549934387207,0.024377109482884407,1.4089356454860535e-06,0.6673795580863953,0.8446853160858154,0.5036734342575073,0.0006108722882345319,0.0,0.001391085097566247,0.00011571311915758997
36,1.6910003423690796,1.6908955574035645,0.022676188498735428,4.334044206188992e-06,0.6440443396568298,0.776391863822937,0.7639011740684509,0.0010415331926196814,0.0,0.002124617574736476,0.0006131524569354951,1.4910557270050049,1.4909895658493042,0.024402564391493797,1.4100892258284148e-06,0.6661198735237122,0.8441712260246277,0.5003979206085205,0.0006598083418793976,0.0,0.0015011151554062963,0.00012767336738761514
37,1.6861196756362915,1.6860108375549316,0.02255198545753956,4.297105988371186e-06,0.6411258578300476,0.7737266421318054,0.7625987529754639,0.001082328031770885,0.0,0.0022315725218504667,0.0006431231158785522,1.48763906955719,1.4875680208206177,0.024442419409751892,1.4109292578723398e-06,0.6650855541229248,0.8438398838043213,0.4977022707462311,0.000708141305949539,0.0,0.0016075053717941046,0.0001401253102812916
38,1.6684314012527466,1.6683167219161987,0.022379757836461067,4.240005182509776e-06,0.6365998983383179,0.7682347893714905,0.7514587640762329,0.0011413594475015998,0.0,0.0023999731056392193,0.0006869849748909473,1.4845459461212158,1.484470009803772,0.024488795548677444,1.4116749298409559e-06,0.664239764213562,0.8435896039009094,0.4951684772968292,0.0007574256742373109,0.0,0.0017154340166598558,0.00015283266839105636
39,1.650081992149353,1.6499640941619873,0.022248681634664536,4.190825620753458e-06,0.6329227089881897,0.7607897520065308,0.740659773349762,0.0011726549128070474,0.0,0.0025108109693974257,0.0007298017153516412,1.48207688331604,1.4819958209991455,0.02454274520277977,1.4120914784143679e-06,0.6635940670967102,0.8434830904006958,0.4930429458618164,0.0008064666180871427,0.0,0.0018212125869467854,0.00016567732382100075
40,1.6411343812942505,1.6410118341445923,0.022121114656329155,4.140693818044383e-06,0.6284425258636475,0.7571780681610107,0.7367838621139526,0.001219656434841454,0.0,0.0026472345925867558,0.0007734089158475399,1.480344295501709,1.4802584648132324,0.024604568257927895,1.412180495208304e-06,0.6631813049316406,0.8436168432235718,0.4913499355316162,0.0008541465504094958,0.0,0.0019216059008613229,0.0001784605992725119
41,1.635364055633545,1.6352366209030151,0.022015655413269997,4.100079877389362e-06,0.6268190145492554,0.7540853023529053,0.7342454195022583,0.0012678251368924975,0.0,0.0027714676689356565,0.000815723033156246,1.4790524244308472,1.4789620637893677,0.024672213941812515,1.4118742228674819e-06,0.6629543900489807,0.8439417481422424,0.48985564708709717,0.00089967594249174,0.0,0.002015630481764674,0.00019101247016806155
42,1.6207222938537598,1.6205922365188599,0.02187948301434517,4.044020442961482e-06,0.6228308081626892,0.7499908804893494,0.7248021960258484,0.0012938006548210979,0.0,0.0028506412636488676,0.0008390720468014479,1.4780327081680298,1.4779380559921265,0.02474302053451538,1.4111781183601124e-06,0.6628973484039307,0.8444522619247437,0.4884064495563507,0.0009430755162611604,0.0,0.002103832783177495,0.000203091258299537
43,1.600642204284668,1.60050630569458,0.021746912971138954,3.996133727923734e-06,0.6171599626541138,0.7463083267211914,0.7104462385177612,0.0013504106318578124,0.0,0.0030043490696698427,0.0008665832574479282,1.4768341779708862,1.4767353534698486,0.02481335587799549,1.4104556385063916e-06,0.6629500389099121,0.8451213836669922,0.48660528659820557,0.0009848795598372817,0.0,0.0021890101488679647,0.0002147088380297646
44,1.5938141345977783,1.5936753749847412,0.021641749888658524,3.957097305828938e-06,0.6127450466156006,0.7392432689666748,0.711226761341095,0.001379431108944118,0.0,0.0030903425067663193,0.0008797576301731169,1.4754247665405273,1.4753217697143555,0.02488039620220661,1.4097424809733639e-06,0.6631323099136353,0.845866322517395,0.48447471857070923,0.001025833305902779,0.0,0.002272491343319416,0.00022580982476938516
45,1.5790600776672363,1.5789172649383545,0.0215398371219635,3.905314770236146e-06,0.6109182238578796,0.7371139526367188,0.6990808248519897,0.0014202190795913339,0.0,0.003204095410183072,0.0008892885525710881,1.4737114906311035,1.473604679107666,0.024945035576820374,1.4089115438764566e-06,0.6634208559989929,0.8467274904251099,0.4819028377532959,0.0010640827240422368,0.0,0.002350617665797472,0.00023640342988073826
46,1.5672441720962524,1.5670995712280273,0.0214297603815794,3.871389253617963e-06,0.6069831848144531,0.7317313551902771,0.6933777928352356,0.0014379991916939616,0.0,0.0032701699528843164,0.0009090478415600955,1.471441626548767,1.471331238746643,0.02500356175005436,1.4082874031373649e-06,0.6637407541275024,0.8476031422615051,0.4787541925907135,0.0011007435387000442,0.0,0.002426822204142809,0.000246295501710847
47,1.558732509613037,1.5585857629776,0.021349333226680756,3.821756308752811e-06,0.6024159789085388,0.7276254892349243,0.6903073787689209,0.0014587080804631114,0.0,0.0033438275568187237,0.0009681123192422092,1.4690895080566406,1.46897554397583,0.025057584047317505,1.4076932757234317e-06,0.6641513109207153,0.8486002683639526,0.4753914177417755,0.0011356961913406849,0.0,0.0024995319545269012,0.0002556942345108837
48,1.5441642999649048,1.5440161228179932,0.021220402792096138,3.7790396163472906e-06,0.6009336113929749,0.7227113842964172,0.6802934408187866,0.0014732361305505037,0.0,0.0034025541972368956,0.0009473295067436993,1.4666413068771362,1.4665240049362183,0.02510649710893631,1.407260697305901e-06,0.6646489500999451,0.8496724963188171,0.4718380272388458,0.0011694257846102118,0.0,0.0025697818491607904,0.00026468763826414943
49,1.5281339883804321,1.527984857559204,0.021138962358236313,3.728988303919323e-06,0.5956330299377441,0.7179504632949829,0.6705646514892578,0.0014826050028204918,0.0,0.0034536784514784813,0.0009309195447713137,1.4643058776855469,1.4641854763031006,0.025152117013931274,1.406838805451116e-06,0.6652424931526184,0.8508657813072205,0.46826210618019104,0.0012007085606455803,0.0,0.002634720876812935,0.00027340571978129447
50,1.5303539037704468,1.5302019119262695,0.021055445075035095,3.7096315281814896e-06,0.5934816002845764,0.716011643409729,0.6753949522972107,0.0015111550455912948,0.0,0.0035423545632511377,0.0009843810694292188,1.4618144035339355,1.461690902709961,0.025189155712723732,1.4067774145587464e-06,0.6658691763877869,0.8520445227622986,0.46453312039375305,0.0012316037900745869,0.0,0.002699153032153845,0.00028174108592793345
51,1.5042052268981934,1.5040500164031982,0.020851105451583862,3.6507731238089036e-06,0.5860164761543274,0.7038711309432983,0.6622856259346008,0.0015443129232153296,0.0,0.0036390998866409063,0.0009615682647563517,1.4596669673919678,1.4595407247543335,0.02522307075560093,1.4065716413824703e-06,0.6665844321250916,0.8533366918563843,0.4610222578048706,0.0012593382271006703,0.0,0.00275549478828907,0.00028979970375075936
52,1.497464656829834,1.497307300567627,0.020876290276646614,3.6438748338696314e-06,0.5848790407180786,0.7066015005111694,0.6540385484695435,0.001565444516018033,0.0,0.003689975943416357,0.0010238285176455975,1.4570540189743042,1.4569249153137207,0.025247396901249886,1.4067691154195927e-06,0.6672790050506592,0.854548454284668,0.4571259021759033,0.0012868850026279688,0.0,0.002812962280586362,0.00029774243012070656
53,1.4851855039596558,1.4850263595581055,0.020750636234879494,3.6001833905174863e-06,0.5835130214691162,0.7012642621994019,0.6465693116188049,0.0015832625795155764,0.0,0.0037407521158456802,0.0009324354468844831,1.4544014930725098,1.4542698860168457,0.025266779586672783,1.4072105614104657e-06,0.6680117845535278,0.8557814359664917,0.45316046476364136,0.0013128307182341814,0.0,0.0028683452401310205,0.0003056014538742602
54,1.4697446823120117,1.4695823192596436,0.02062777243554592,3.5722598568099784e-06,0.5753430724143982,0.6949098706245422,0.6400987505912781,0.0016148750437423587,0.0,0.0038260004948824644,0.0009623246151022613,1.4513192176818848,1.451184868812561,0.025276988744735718,1.4082156667427626e-06,0.6687135696411133,0.8568822145462036,0.4488886892795563,0.0013397884322330356,0.0,0.0029280725866556168,0.00031323530129157007
55,1.47028648853302,1.470121145248413,0.02057681232690811,3.557014679245185e-06,0.5742670893669128,0.6929362416267395,0.6427067518234253,0.001644571777433157,0.0,0.003925306256860495,0.0010195245267823339,1.4485028982162476,1.4483659267425537,0.02528349496424198,1.4091336879573646e-06,0.6694476008415222,0.857960045337677,0.44488784670829773,0.001364859752357006,0.0,0.002984036458656192,0.00032038422068580985
56,1.4549269676208496,1.4547593593597412,0.02049246057868004,3.533088147378294e-06,0.5703152418136597,0.6906786561012268,0.6310985088348389,0.0016682229470461607,0.0,0.003983508795499802,0.0010176234645769,1.4448400735855103,1.4447004795074463,0.025277968496084213,1.4105426089372486e-06,0.6700600385665894,0.8587525486946106,0.44032740592956543,0.001391310361213982,0.0,0.003045859979465604,0.00032724894117563963
57,1.4442925453186035,1.4441239833831787,0.02042752504348755,3.5143875720677897e-06,0.5691428780555725,0.6861166954040527,0.6245357990264893,0.0016772554954513907,0.0,0.00402141222730279,0.000983445905148983,1.441514253616333,1.4413721561431885,0.02526943013072014,1.4118355693426565e-06,0.6706861257553101,0.8595424294471741,0.43610212206840515,0.0014166381442919374,0.0,0.0031054068822413683,0.00033380076638422906
58,1.4370005130767822,1.4368305206298828,0.02036617137491703,3.4821046028810088e-06,0.5629944205284119,0.6804758310317993,0.6246084570884705,0.0016919855261221528,0.0,0.0040892669931054115,0.0010098903439939022,1.438968300819397,1.4388238191604614,0.02525950036942959,1.4127903114058427e-06,0.6714063286781311,0.8604105114936829,0.43255260586738586,0.0014399354113265872,0.0,0.0031589451245963573,0.00033990672091022134
59,1.4230514764785767,1.4228787422180176,0.02021700143814087,3.4510044315538835e-06,0.5590389370918274,0.6776297688484192,0.6149182319641113,0.0017191091319546103,0.0,0.004140464123338461,0.0010050056735053658,1.4366408586502075,1.4364941120147705,0.02524743229150772,1.413704922015313e-06,0.6721291542053223,0.8612342476844788,0.42925572395324707,0.0014622199814766645,0.0,0.0032108172308653593,0.0003460567386355251
60,1.424655556678772,1.4244805574417114,0.020237931981682777,3.4507320378907025e-06,0.562280535697937,0.6765955090522766,0.6156539916992188,0.0017407818231731653,0.0,0.004194410052150488,0.0010031905258074403,1.435786247253418,1.4356375932693481,0.025240184739232063,1.4140764506009873e-06,0.6730351448059082,0.862382709980011,0.4270920753479004,0.0014814644819125533,0.0,0.003253357019275427,0.0003518027369864285
61,1.415772557258606,1.4155974388122559,0.020112501457333565,3.417026846364024e-06,0.5555634498596191,0.6748532056808472,0.61156165599823,0.0017415006877854466,0.0,0.004221534822136164,0.0009993528947234154,1.4359102249145508,1.4357596635818481,0.025231605395674706,1.4144105762170511e-06,0.6740612983703613,0.8636224269866943,0.42577990889549255,0.0015005404129624367,0.0,0.003293928224593401,0.00035721116000786424
62,1.3969061374664307,1.3967258930206299,0.019992899149656296,3.385318450455088e-06,0.5532683730125427,0.6696268916130066,0.597877025604248,0.001792679657228291,0.0,0.004341308493167162,0.001018404494971037,1.436941146850586,1.43678879737854,0.025224633514881134,1.41439466005977e-06,0.6752577424049377,0.8650797009468079,0.4251247048377991,0.0015176713932305574,0.0,0.003329069586470723,0.0003628653066698462
63,1.3956183195114136,1.395434856414795,0.01996643841266632,3.3789631288527744e-06,0.5506458878517151,0.6650061011314392,0.6013892889022827,0.0018255814211443067,0.0,0.004398188088089228,0.0010579180670902133,1.4380717277526855,1.437917947769165,0.025220513343811035,1.4141299971015542e-06,0.6765748858451843,0.866554319858551,0.42449358105659485,0.0015315765049308538,0.0,0.0033586679492145777,0.00036809590528719127
64,1.3815455436706543,1.3813605308532715,0.019933031871914864,3.371583034095238e-06,0.5440239906311035,0.656391441822052,0.5971202850341797,0.0018407100578770041,0.0,0.00442733708769083,0.0010315909748896956,1.4388692378997803,1.4387142658233643,0.02521386742591858,1.4140060784484376e-06,0.6778864860534668,0.8678998947143555,0.42363160848617554,0.0015440435381606221,0.0,0.0033872064668685198,0.000372840411728248
65,1.3695909976959229,1.3694047927856445,0.01973969303071499,3.3457088193245e-06,0.5394756197929382,0.6562446355819702,0.5877421498298645,0.00185080012306571,0.0,0.004481262993067503,0.0010813508415594697,1.4391916990280151,1.4390352964401245,0.025201385840773582,1.4143121234155842e-06,0.6791396141052246,0.8689863681793213,0.4225236177444458,0.0015579286264255643,0.0,0.0034208903089165688,0.00037741620326414704
66,1.3630707263946533,1.3628818988800049,0.019692260771989822,3.333175982334069e-06,0.5402078628540039,0.6546127796173096,0.5821245312690735,0.0018779741367325187,0.0,0.00454573193565011,0.0010756041156128049,1.438414216041565,1.4382562637329102,0.02518324740231037,1.4153694110063952e-06,0.6802446842193604,0.8696598410606384,0.42070502042770386,0.0015737933572381735,0.0,0.0034625630360096693,0.00038159580435603857
67,1.3515185117721558,1.351327896118164,0.019640576094388962,3.3055641779355938e-06,0.5344447493553162,0.6466000080108643,0.5795133113861084,0.0018954703118652105,0.0,0.004599791951477528,0.001080281101167202,1.4376682043075562,1.4375085830688477,0.02516636997461319,1.4168248299029074e-06,0.6814222931861877,0.8703110218048096,0.41889721155166626,0.001590269384905696,0.0,0.0035067598801106215,0.0003858276759274304
68,1.351216197013855,1.3510246276855469,0.019565673545002937,3.313125262138783e-06,0.5360667705535889,0.6461995244026184,0.5787742733955383,0.0019064688822254539,0.0,0.004651966039091349,0.0010486573446542025,1.4375932216644287,1.4374319314956665,0.02514597959816456,1.4181578080751933e-06,0.6826255321502686,0.8709560632705688,0.4177553355693817,0.001607144484296441,0.0,0.0035502207465469837,0.00038979813689365983
